s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
1697,1388842760342577152,2,CN,1388848195829182473, But you the one who refused a second date moss Lala? Or you were playing hard to get? https://t.co/NahOD13CWR,1,emotions,Sexism,ContextCounter
1698,1483315065008922624,0,HS,1483315065008922624,Apparently my insurance decided in the new year they didn't wanna cover my psoriasis medication I just got done adjusting to. I fucking hate American health care. https://t.co/lzQZVyfuAn,0,reasons,Other,ContextCounter
1699,1483315065008922624,1,CN,1483318596436697089," Don’t blame American healthcare. Socialized medicine let’s the government choose what they will and won’t cover. If you aren’t good with the meds the gov picks, sucks to be you. It’s bad all around TBH",1,reasons,Other,ContextCounter
1700,1472415077089386496,0,HS,1472415077089386496,"    An example, but should that be illegal? What about, ""I don't like Jews"" or ""most Jews are assholes"". Should those be illegal?",0,reasons,Religious,ContextCounter
1701,1472415077089386496,1,CN,1472417816586375172,    Sounds like hate speech to me if you're broadcasting it to the world. If you're just telling your buddy not so 😉,1,emotions,Religious,ContextCounter
1702,1472415077089386496,2,CN,1472415449044471815,"    Not unless you say it at a rally
That's merely an opinion",1,emotions,Religious,ContextCounter
1703,1537558055159832576,0,HS,1537558055159832576," No, please be rude. I’m so sick of lesbian erasure I might just implode.",0,reasons,Sexism,ContextCounter
1704,1537558055159832576,1,CN,1537646415052144640,  “erasure” it was a question holy shit what do you get out of wanting to be a victim so bad?,1,emotions,Sexism,ContextCounter
1705,1295372921700065280,0,HS,1295372921700065280,"    Hannah, the sentence you are looking for is 
“I hate transgender people.”

You can save a lot of time and bandwidth that way",0,reasons,Sexism,ContextCounter
1706,1295372921700065280,1,CN,1295377090116751366,"    If you can’t fathom why people are concerned about the medicalisation of children and continue to make it all about you, you really need to get a grip. Adults can do as they please. Children need protecting and no child should be making irreversible, life changing decisions.",1,reasons,Sexism,ContextCounter
90,1301990511348080640,0,HS,1301990511348080640,Bay is one of the nicest person and I’m sick of white people painting her out to be a anger black women she only pops off when attacked stay strong bayleigh they will all get what’s coming to them 💔 https://t.co/0bAN3pb3EE,0,reasons,Other,ContextCounter
91,1301990511348080640,1,CN,1302033947682058248," If I said what I wanted, account would be suspended and would be arrested! Beyond Anger with this Bull💩! These very personal attacks that has nothing to do with Game has me asking for repentance! We are TIRED and I’ve hung on for Bay/Day but.....",1,reasons,Other,ContextCounter
92,1237783770561830912,0,HS,1237783770561830912, fuck you ass holes. It was a fucking #pandemic in January because you ass holes hid it from the world with your deals with #XiJinping So go fuck off!  #wuhanvirus #chinavirus #Wuhan #wuhansarscovid19 #covid19 #covid_19.  You ass holes are killing people. fuck you!,0,reasons,Racism,ContextCounter
93,1237783770561830912,1,CN,1237785117273145344,"  No not really - the governments fund them - its like telling your boss in front of a room full of people - he has made a huge mistake - ya gotta handle it just right. 

That is why China is doing such a Fabulous job. 
https://t.co/JwDiTm5xV3
Cheers",1,reasons,Racism,ContextCounter
118,979595328453206016,0,HS,979595328453206016,  Get over yourself.  Bloody Jews always whinging and playing the victim.  Its only words on a piece of paper..,0,reasons,Religious,ContextCounter
119,979595328453206016,1,CN,979760972305924101,"   And if someone had said something against muslims on here, would you report it?",1,emotions,Religious,ContextCounter
214,579798718171504640,0,HS,579798718171504640,I hate fat people ,0,reasons,Other,ContextCounter
215,579798718171504640,1,CN,579804149614653440,“: I hate fat people ” EVERYONE hates you,1,reasons,Other,ContextCounter
233,1223646758141681664,0,HS,1223646758141681664,"  If you are implying that I hate Jewish people, then that's completely untrue. I am just showing the unfortunate two facedness of the media reaction. I hope you are not implying that.",0,reasons,Religious,ContextCounter
234,1223646758141681664,1,CN,1223671053748178951,  It was a genuine question. Why do some people hate Jewish people so much? I can't understand why someone treats another person with such evil. Do you know why the Nazis treated them with such venom?,1,reasons,Religious,ContextCounter
235,1223646758141681664,2,CN,1223670574196588545,  I am not implying that at all. I am implying that people have forgotten or do not understand how that happened.,1,reasons,Religious,ContextCounter
222,1226357598993178625,0,HS,1226357598993178625, I lost my shit on a shit article last night about how the queer identity means nothing cos it can’t be define by some tidy little box. I’m so sick of gay people telling me I don’t know what I am when straight people said the same thing to them.,0,reasons,Sexism,ContextCounter
223,1226357598993178625,1,CN,1226357822276939776," Exactly! It just feels so hypocritical. Especially if you are then going to turn around and invalidate my identity. Putting it in quotes? ""Bi"" men? It's just... frustrating",1,reasons,Sexism,ContextCounter
224,1199728543091056641,0,HS,1199728543091056641," ""aggressive, entitled cross-dressers"" that cracked me up I'll admit.
Translation: ""I don't like transgender women who will call me out on my bullshit""",0,reasons,Sexism,ContextCounter
225,1199728543091056641,1,CN,1199729955162218498," Wth is an aggressive crossdresser anyway? 

And why the hate on crossdressers?   I thought the GC crowd WANTED to promote a non gendered wear what you want ideology",1,emotions,Sexism,ContextCounter
318,1054738942875131905,0,HS,1054738942875131905, I really hate arab,0,reasons,Racism,ContextCounter
319,1054738942875131905,1,CN,1054739719563681792,"  Just think what you have written you hate arab .make it clear
Ur prophet ؐ was also arab",1,emotions,Racism,ContextCounter
1708,1284598605211295744,0,HS,1284598605211295744,"I’m sick of white people yelling at JoAnn. Don’t @ me. 

People don’t understand what it takes to dedicate 30 years to one cause in every moment of your life. I am like 5 years in, still learning, and want to quit everyday. But I won’t because I have  as a role model.",0,reasons,Other,ContextCounter
1709,1284598605211295744,1,CN,1284599380540973056,Like do y’all realize how revolutionary it will be for her to become police commissioner? Y’all wanted to defund the police and you’re gonna complain because instead half the force is gonna be gone? None of this was possible. She is playing chess not checkers and winning.,1,reasons,Other,ContextCounter
1719,1028550511291588609,0,HS,1028550511291588609,i hate when random bitches at parties ask to smoke my blunt like i would literally have 1/1000th of a gram of weed more than talk to you about Lulu lemons and yoga,0,reasons,Sexism,ContextCounter
1720,1028550511291588609,1,CN,1028550610650648577, are you high because I can’t understand this tweet,1,None,Sexism,ContextCounter
1721,1154966590338818049,0,HS,1154966590338818049,I’m so sick of old people blaming their lack of technological know-how on their generation. The problem isn’t millennials or evolving tech and it certainly isn’t because of what year you were born. The problem is that at some point you made a conscious decision to stop learning.,0,reasons,Other,ContextCounter
1722,1154966590338818049,1,CN,1154973670512590848," I think this is unfair. If you've retired, you don't have the same opportunities to learn from your peers or your worlplace, nor do you have use for many of the benefits. How about some empathy?",1,reasons,Other,ContextCounter
1733,1324875763062071297,0,HS,1324875763062071297,"When the enslaved African man, who spent a lifetime being whipped by his white overseer, ended one night in the quarters he built for his family, declared to his wife (whom he was allowed to see for breeding purposes only), ""I really hate white people""...he’s racist? How??",0,emotions,Racism,ContextCounter
1734,1324875763062071297,1,CN,1324877755410997254, Oh dear. I’m wondering what idiot said the imbecilic thing to have made you change your profile name.,1,reasons,Racism,ContextCounter
1739,1033385744428163074,0,HS,1033385744428163074,I’m sick of straight people saying pretty homosexuals are “such a waste”. Y’all not entitled to beauty you cunt bitches!,0,reasons,Sexism,ContextCounter
1740,1033385744428163074,1,CN,1033399477946802177, Who out here saying that shit 😒!! Like tf,1,reasons,Sexism,ContextCounter
1741,1393391657366822913,0,HS,1393391657366822913,Men are dumb as hell.,0,reasons,Sexism,ContextCounter
1742,1393391657366822913,1,CN,1393611744132673549, Well what men specifically are you talking about?,1,reasons,Sexism,ContextCounter
1743,1393391657366822913,2,CN,1393588215244804096, why tf do I keep getting notificationg for your tweets? Idk you nor do I follow you 😅,1,reasons,Sexism,ContextCounter
1744,1393391657366822913,3,CN,1393502624431833092, I love how it is always the same girls who say this! Did you ever stop to think your just real shitty at picking men😂😂,1,emotions,Sexism,ContextCounter
1752,1525717180779831297,0,HS,1525717180779831297, Haji i don't like muslim at all,0,reasons,Religious,ContextCounter
1753,1525717180779831297,1,CN,1525718121918652416, Hajan dont like but atleast show some respect to prophet and islam u still hav not answered my question about marriage,1,reasons,Religious,ContextCounter
